Slug,Название вина,Категория,Цвет,Регион,Сорт винограда,Описание,Винодельня,Название фото,S3_Key,Signed_Image_URL,Sweetness,Body,Acidity,Oak,Aroma_Tags,Flavor_Tags,Pairings
znoj-denisov-vajneri,Зной. Денисов Вайнери,Белое,Соломенный,Самара,"Ркацители, Цитронный Магарача","Аромат: засахаренные дольки и цедра лимона, жёлтая, леденцовая груша с медовыми тонами липового цвета. 

Вкус: сбалансированный, освежающий вкус, с хорошей кислотностью. Фруктовая палитра, повторяя аромат, раскрывается спелой грушей, сочным персиком и зрелой айвой в послевкусии.

Технология: машинный сбор, ферментация при t +14 +17, выдержка в стали 6 месяцев.",Denisov Winery,Зной денисов вайнери-no-bg-preview (carve.photos).webp,catalog/Зной денисов вайнери-no-bg-preview (carve.photos).webp,https://firsts3.ru/wine-hack/catalog/%D0%97%D0%BD%D0%BE%D0%B9%20%D0%B4%D0%B5%D0%BD%D0%B8%D1%81%D0%BE%D0%B2%20%D0%B2%D0%B0%D0%B9%D0%BD%D0%B5%D1%80%D0%B8-no-bg-preview%20%28carve.photos%29.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=%2Fpuc7Px15XMLLqWl9YpEHZO1dlU%3D&Expires=2105631333,1.2,2.2,3.8,4.2,"груша, персик, мед, лимон",,Птица: Цыпленок в сливочно-чесночном соусе; Сыры: Молодой козий сыр или Бри
zolotaya-balka-igristoe-krasnoe-polusladkoe,Золотая Балка игристое красное полусладкое,Красное,Рубиновый,Крым,"Каберне Совиньон, Мерло, Саперави","Бархатистое, полное, округлое, очень нежное игристое вино со сложной, многогранной вкусовой палитрой, с очень ярким фруктовым послевкусием и ароматом красных ягод и сладких фруктов, слегка оттененных специями.",Золотая Балка,Zolotaya_Balka_igristoe_krasnoe_polusladkoe_8604608e59.webp,catalog/Zolotaya_Balka_igristoe_krasnoe_polusladkoe_8604608e59.webp,https://firsts3.ru/wine-hack/catalog/Zolotaya_Balka_igristoe_krasnoe_polusladkoe_8604608e59.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=V5pIljteE5Ws0U5dS6zzEnc8Ja0%3D&Expires=2105631333,3.5,4.0,2.4,2.5,,,Мясо: Стейк рибай на углях с розмарином; Сыры: Выдержанный пармезан или твердый чеддер; Десерты: Тарт с грушей или ягодный чизкейк
igristoe-vino-bryut-beloe-di-caspico,Игристое вино брют белое Di Caspico,Белое,Лимонный с золотистыми бликами,Дагестан,"Алиготе, Рислинг, Шардоне","Di Caspico брют белое — игристое вино с бодрым, свежим характером и лёгким южным настроением Каспийского побережья.  
В его основе — гармоничный купаж сортов Первенец Магарача, Ркацители и Совиньон Блан, который формирует чистый, элегантный профиль и подчёркивает природную яркость вина. Светло-соломенный цвет с блестящими отблесками и тонкая игра пузырьков добавляют ощущение живости и праздника.  
Аромат раскрывается нотами зелёного яблока, цитрусов и белых цветов, дополняясь лёгкими фруктовыми нюансами. Во вкусе — сухое, собранное и освежающее: аккуратная кислотность, выраженные фруктовые акценты и чистое, долгое послевкусие с приятной пикантной свежестью.  
Di Caspico брют белое — отличный выбор для аперитива, морепродуктов и лёгких закусок, а также для встреч, где важны лёгкость, стиль и настроение.",Дербент Вино,DK_bel_bryut_88b2830c23.webp,catalog/DK_bel_bryut_88b2830c23.webp,https://firsts3.ru/wine-hack/catalog/DK_bel_bryut_88b2830c23.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=vDxA%2BDGWk%2BCEXMjjKk9xT97kaCA%3D&Expires=2105631333,1.2,2.2,4.5,1.3,"яблоко, белые цветы",,Морепродукты: Свежие черноморские устрицы и гребешки; Рыба: Сибас или дорадо на гриле с травами
novyy-svet-dom-shampanskih-vin-igristoe-vino-vyderzhannoe-bryut-krasnoe-novyy-svet-kaberne-sovinon-135,Игристое вино выдержанное брют красное «Новый Свет. Каберне Совиньон»,Красное,"Тёмно-рубиновый, насыщенный",Крым,Каберне Совиньон,"Аромат интенсивный, с нотами тёмных ягод, тёмного шоколада и лёгкими пряными оттенками; вкус яркий, полнотелый, с хорошей структурой и долгим послевкусием с тонами чёрной смородины и вишни. Хорошо к красному мясу на гриле, выдержанным сырам.",Новый Свет. Дом шампанских вин,novyy_svet_dom_shampanskih_vin_igristoe_vino_vyderzhannoe_bryut_krasnoe_novyy_svet_kaberne_sovinon_135_c251fa3c04.webp,catalog/novyy_svet_dom_shampanskih_vin_igristoe_vino_vyderzhannoe_bryut_krasnoe_novyy_svet_kaberne_sovinon_135_c251fa3c04.webp,https://firsts3.ru/wine-hack/catalog/novyy_svet_dom_shampanskih_vin_igristoe_vino_vyderzhannoe_bryut_krasnoe_novyy_svet_kaberne_sovinon_135_c251fa3c04.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=HoxhnHPdULE29xYbkjcZJhx1wPA%3D&Expires=2105631333,1.2,4.0,3.0,2.5,"вишня, шоколад",шоколад,Мясо: Стейк рибай на углях с розмарином; Сыры: Выдержанный пармезан или твердый чеддер
novyy-svet-dom-shampanskih-vin-igristoe-vino-vyderzhannoe-bryut-rozovoe-novyy-svet-pino-nuar-125,Игристое вино выдержанное брют розовое «Новый Свет. Пино Нуар»,Розовое,"Нежно-розовый, лососевый с коралловым отражением",Крым,Пино Нуар,"Аромат элегантный — тонкие ноты желе из красной смородины и малины, розового персика, сушеной вишни, цукатов из апельсина и розового грейпфрута; вкус комплексный, сбалансированный, с ягодными оттенками клубники, миндаля и спелых персиков, изящной кислотностью и долгим филигранным послевкусием. Отличный аперитив, а также к морепродуктам, лёгким салатам и птице.",Новый Свет. Дом шампанских вин,novyy_svet_dom_shampanskih_vin_igristoe_vino_vyderzhannoe_bryut_rozovoe_novyy_svet_pino_nuar_125_971ad70c91.webp,catalog/novyy_svet_dom_shampanskih_vin_igristoe_vino_vyderzhannoe_bryut_rozovoe_novyy_svet_pino_nuar_125_971ad70c91.webp,https://firsts3.ru/wine-hack/catalog/novyy_svet_dom_shampanskih_vin_igristoe_vino_vyderzhannoe_bryut_rozovoe_novyy_svet_pino_nuar_125_971ad70c91.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=%2BE2rm3iGiOYPQ39OIpYzdMrxdIU%3D&Expires=2105631333,1.2,2.4,3.2,1.3,"вишня, малина, клубника, персик, цукаты, грейпфрут, апельсин",,Закуски: Брускетты с вялеными томатами и прошутто; Рыба: Тартар из лосося или креветки на гриле
novyy-svet-dom-shampanskih-vin-igristoe-vino-vyderzhannoe-bryut-rozovoe-novyy-svet-pino-fran-135,Игристое вино выдержанное брют розовое «Новый Свет. Пино Фран»,Розовое,Блестящий розовый,Крым,Пино фран,"Аромат нежный, цветочно-фруктовый — полевые цветы, мелисса, персик, красная смородина, малина, красное яблоко; вкус изысканный, округлый, маслянистый, с ягодными тонами красной смородины и крыжовника, насыщенным послевкусием. Хорошо к морепродуктам, сырам, белому жареному мясу и птице.",Новый Свет. Дом шампанских вин,novyy_svet_dom_shampanskih_vin_igristoe_vino_vyderzhannoe_bryut_rozovoe_novyy_svet_pino_fran_135_e6633aa65e.webp,catalog/novyy_svet_dom_shampanskih_vin_igristoe_vino_vyderzhannoe_bryut_rozovoe_novyy_svet_pino_fran_135_e6633aa65e.webp,https://firsts3.ru/wine-hack/catalog/novyy_svet_dom_shampanskih_vin_igristoe_vino_vyderzhannoe_bryut_rozovoe_novyy_svet_pino_fran_135_e6633aa65e.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=N879nugJJRWdiEA6VN7UC3CGNpo%3D&Expires=2105631333,1.2,2.4,3.2,1.3,"малина, яблоко, персик",,Закуски: Брускетты с вялеными томатами и прошутто; Рыба: Тартар из лосося или креветки на гриле
novyy-svet-dom-shampanskih-vin-igristoe-vino-vyderzhannoe-polusladkoe-krasnoe-novyy-svet-kaberne-sovinon-12,Игристое вино выдержанное полусладкое красное «Новый Свет. Каберне Совиньон»,Красное,"Тёмно-рубиновый, насыщенный",Крым,Каберне Совиньон,"Аромат насыщенный, с нотами тёмных ягод, изюма и сухофруктов; вкус ярко ягодный с медовыми нотками, тонами изюма, с приятной ненавязчивой сладостью и долгим послевкусием. Рекомендуется к сладким десертам, прохладным кремовым блюдам и фруктовым тартам.",Новый Свет. Дом шампанских вин,novyy_svet_dom_shampanskih_vin_igristoe_vino_vyderzhannoe_polusladkoe_krasnoe_novyy_svet_kaberne_sovinon_12_fd0d395f6b.webp,catalog/novyy_svet_dom_shampanskih_vin_igristoe_vino_vyderzhannoe_polusladkoe_krasnoe_novyy_svet_kaberne_sovinon_12_fd0d395f6b.webp,https://firsts3.ru/wine-hack/catalog/novyy_svet_dom_shampanskih_vin_igristoe_vino_vyderzhannoe_polusladkoe_krasnoe_novyy_svet_kaberne_sovinon_12_fd0d395f6b.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=49jtjhhn3I6Ah1MOf68I%2FvqLa3g%3D&Expires=2105631333,1.2,4.0,3.0,2.5,мед,,Мясо: Стейк рибай на углях с розмарином; Сыры: Выдержанный пармезан или твердый чеддер; Десерты: Тарт с грушей или ягодный чизкейк
novyy-svet-dom-shampanskih-vin-igristoe-vino-vyderzhannoe-polusladkoe-rozovoe-novyy-svet-pino-fran-135,Игристое вино выдержанное полусладкое розовое «Новый Свет. Пино Фран»,Розовое,Нежно-розовый,Крым,Пино фран,"Аромат свежий цветочно-фруктовый; вкус очаровательный, нежный, аристократичный, с приятной сладостью ягодных оттенков и долгим перляжем. Хорошо к лёгким фруктам, овощам, дыне, авокадо, белому жареному мясу и домашней птице.",Новый Свет. Дом шампанских вин,novyy_svet_dom_shampanskih_vin_igristoe_vino_vyderzhannoe_polusladkoe_rozovoe_novyy_svet_pino_fran_135_f0782b6699.webp,catalog/novyy_svet_dom_shampanskih_vin_igristoe_vino_vyderzhannoe_polusladkoe_rozovoe_novyy_svet_pino_fran_135_f0782b6699.webp,https://firsts3.ru/wine-hack/catalog/novyy_svet_dom_shampanskih_vin_igristoe_vino_vyderzhannoe_polusladkoe_rozovoe_novyy_svet_pino_fran_135_f0782b6699.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=zd0np3dhjE1Se1daIw6TmO%2B898E%3D&Expires=2105631333,3.5,2.4,3.2,1.3,,,Закуски: Брускетты с вялеными томатами и прошутто; Рыба: Тартар из лосося или креветки на гриле; Десерты: Тарт с грушей или ягодный чизкейк
igristoe-vino-ekstra-bryut-beloe-di-caspico,Игристое вино экстра брют белое Di Caspico,Белое,Соломенный с жемчужными бликами,Дагестан,"Первенец Магарача, Ркацители, Совиньон Блан","Di Caspico экстра брют белое — игристое вино с выразительной свежестью и точным, современным стилем, вдохновлённым лёгким морским дыханием Каспийского побережья.  
В основе — тщательно подобранный купаж белых сортов, который формирует чистый, строгий профиль и подчёркивает природную элегантность вина. Светло-соломенный цвет с холодными блестящими отблесками и тонкая игра пузырьков задают настроение с первых секунд.  
Аромат раскрывается нотами зелёного яблока, цитрусовой цедры и белых цветов, дополняясь лёгкими минеральными нюансами. Во вкусе — сухое, собранное и энергичное: яркая кислотность, хрустящая фруктовость и очень чистое, освежающее послевкусие без лишней сладости.  
Di Caspico экстра брют белое — отличный выбор для аперитива, морепродуктов и лёгких закусок, а также для тех моментов, когда хочется идеальной свежести, ясности и безупречного баланса.",Дербент Вино,DK_bel_eks_bryut_cfd6153e9c.webp,catalog/DK_bel_eks_bryut_cfd6153e9c.webp,https://firsts3.ru/wine-hack/catalog/DK_bel_eks_bryut_cfd6153e9c.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=9GnH3uIqzRkBJ39jmdRUXq8tuCc%3D&Expires=2105631333,1.0,2.2,4.5,1.3,"яблоко, белые цветы, минералы",минералы,Морепродукты: Свежие черноморские устрицы и гребешки; Рыба: Сибас или дорадо на гриле с травами
igristoe-zhemchuzhnoe-vino-polusladkoe-beloe-di-kaspiko-fiori-di-mare-di-caspico-fiori-di-mare,"Игристое жемчужное вино полусладкое белое ""Ди Каспико Фиори ди Маре"" (Di Caspico Fiori di Mare)",Белое,Лимонный,Дагестан,Цитронный Магарача,"Di Caspico Fiori di Mare — лёгкое жемчужное вино с морским настроением и солнечным характером, созданное для моментов безмятежности и радости.
В бокале — оттенок среза лимона с деликатным блеском, подчёркивающий свежесть и живость вина. Аромат яркий и сочный: палитра цитрусовых нот переплетается с нюансами весеннего мёда, создавая ощущение тёплого бриза и цветущего побережья.
Во вкусе — чистый, сбалансированный профиль с освежающей кислотностью и приятной сладостью в послевкусии, которое мягко задерживается, приглашая к следующему глотку.
Di Caspico Fiori di Mare — идеальный выбор для лёгких встреч, летних вечеров и тех случаев, когда хочется добавить в день немного моря, света и цветущего настроения.",Дербент Вино,sladkoe_df74c29436.webp,catalog/sladkoe_df74c29436.webp,https://firsts3.ru/wine-hack/catalog/sladkoe_df74c29436.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=C%2FTTjG3HQyjnnKprJFfYDn7N4Sk%3D&Expires=2105631333,3.5,2.2,3.8,1.3,лимон,,Птица: Цыпленок в сливочно-чесночном соусе; Сыры: Молодой козий сыр или Бри; Десерты: Тарт с грушей или ягодный чизкейк
igristoe-zhemchuzhnoe-vino-polusladkoe-rozovoe-di-kaspiko-fiori-di-mare-di-caspico-fiori-di-mare,"Игристое жемчужное вино полусладкое розовое ""Ди Каспико Фиори ди Маре"" (Di Caspico Fiori di Mare)",Розовое,нежно-розовый,Дагестан,Пино Нуар,"Di Caspico Fiori di Mare — нежное жемчужное вино с лёгким морским настроением и ягодной свежестью, созданное для моментов радости и спонтанных встреч.
В бокале — утончённый нежно-розовый оттенок, подчёркивающий его воздушный характер. Аромат выразительный и свежий, с сочными ягодными акцентами, которые сразу создают ощущение лета.
Во вкусе — гармоничный баланс: ноты свежих ягод мягко переходят в тонкое сладкое послевкусие, оставляя ощущение лёгкости и беззаботности.
Di Caspico Fiori di Mare — идеальный выбор для тёплых вечеров, прогулок у воды и тех случаев, когда хочется добавить в день немного розового настроения и морского бриза.",Дербент Вино,Polusladkoe_rozovoe_594b95aeb6.webp,catalog/Polusladkoe_rozovoe_594b95aeb6.webp,https://firsts3.ru/wine-hack/catalog/Polusladkoe_rozovoe_594b95aeb6.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=M3R7zQD6GOo64yw8S%2BX1j0fcbZ8%3D&Expires=2105631333,3.5,2.4,3.2,1.3,,,Закуски: Брускетты с вялеными томатами и прошутто; Рыба: Тартар из лосося или креветки на гриле; Десерты: Тарт с грушей или ягодный чизкейк
igristoe-zhemchuzhnoe-vino-polusuhoe-krasnoe-di-kaspiko-fiori-di-mare-di-caspico-fiori-di-mare,"Игристое жемчужное вино полусухое красное ""Ди Каспико Фиори ди Маре"" (Di Caspico Fiori di Mare)",Красное,Ягодно-красный,Дагестан,,"Di Caspico Fiori di Mare — яркое жемчужное вино с сочным ягодным характером и морской свежестью, созданное для живых эмоций и лёгких, непринуждённых моментов.
В бокале — выразительный ягодно-красный цвет, подчёркивающий насыщенность и молодость вина. Аромат сбалансированный, с нотками свежих ягод и тонкими сладкими нюансами, создающими ощущение спелого летнего сада у моря.
Во вкусе — яркая свежесть, приятная кислотность и лёгкая игристая структура, переходящая в деликатное, освежающее послевкусие.
Di Caspico Fiori di Mare — идеальный выбор для дружеских встреч, пикников и тех случаев, когда хочется добавить в день немного моря, ягод и свободы.",Дербент Вино,красн плсх.webp,catalog/красн плсх.webp,https://firsts3.ru/wine-hack/catalog/%D0%BA%D1%80%D0%B0%D1%81%D0%BD%20%D0%BF%D0%BB%D1%81%D1%85.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=inXeTRWgkhw7kC4KDnGKpHy74Ok%3D&Expires=2105631333,1.2,2.8,3.0,2.5,минералы,минералы,Птица: Утиная грудка под ягодным соусом; Мясо: Телятина на гриле или нежные мясные паштеты
igristoe-krasnoe-sladkoe-czimlyanskoe,Игристое красное сладкое Цимлянское,Красное,Рубиновый,Долина Дона,"Красностоп Золотовский, Молдова, Саперави","Освежающий вкус вина обладает сливочной текстурой, прекрасным балансом сладости, кислотности и еле уловимой горчинки, остающейся от тонов черных ягод. Чистый аромат вина наполнен тонами шелковицы, черноплодной рябины, вишни, пряностей, сладкой сдобы, корочки бородинского хлеба и топленых сливок.",Цимлянские вина,Igristoe_krasnoe_sladkoe_Czimlyanskoe_ea86054adf.webp,catalog/Igristoe_krasnoe_sladkoe_Czimlyanskoe_ea86054adf.webp,https://firsts3.ru/wine-hack/catalog/Igristoe_krasnoe_sladkoe_Czimlyanskoe_ea86054adf.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=ouDSaUiz3v9Rszo%2B%2BjREoQ6aBlQ%3D&Expires=2105631333,4.5,4.0,3.0,2.5,вишня,,Мясо: Стейк рибай на углях с розмарином; Сыры: Выдержанный пармезан или твердый чеддер; Десерты: Тарт с грушей или ягодный чизкейк
soyuz-vino-izola-del-sole-beloe-v-banke-shardone-suhoe-11,Изола дель Соле Белое в банке,Белое,Вино имеет светло-соломенный цвет.,Кубань,"Рислинг Рейнский, Шардоне","Легкий, освежающий вкус с нотами цитрусовых, особенно лайма, и меда и идеально сбалансированной кислотностью.",Союз-Вино,soyuz_vino_izola_del_sole_beloe_v_banke_shardone_suhoe_11_373dbe2d73.webp,catalog/soyuz_vino_izola_del_sole_beloe_v_banke_shardone_suhoe_11_373dbe2d73.webp,https://firsts3.ru/wine-hack/catalog/soyuz_vino_izola_del_sole_beloe_v_banke_shardone_suhoe_11_373dbe2d73.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=UwDruURkN2MPPJvSVxsXpK35x0I%3D&Expires=2105631333,1.2,2.2,3.8,1.3,"мед, лайм",,Птица: Цыпленок в сливочно-чесночном соусе; Сыры: Молодой козий сыр или Бри
soyuz-vino-izola-del-sole-roze-v-banke-krasnostop-rozovoe-suhoe-11,Изола дель Соле Розе в банке,Розовое,Вино имеет ярко-розовый цвет.,Кубань,"Красностоп, Шардоне","Вкус освежающий, яркий плодово-ягодный, с тонами яблок, тонкими нотами клюквы и брусники.",Союз-Вино,soyuz_vino_izola_del_sole_roze_v_banke_krasnostop_rozovoe_suhoe_11_8aadc9f0c6.webp,catalog/soyuz_vino_izola_del_sole_roze_v_banke_krasnostop_rozovoe_suhoe_11_8aadc9f0c6.webp,https://firsts3.ru/wine-hack/catalog/soyuz_vino_izola_del_sole_roze_v_banke_krasnostop_rozovoe_suhoe_11_8aadc9f0c6.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=Q2ocM9Wuotuf%2Fx%2FRyjmCrXKepbc%3D&Expires=2105631333,1.2,2.4,3.2,1.3,брусника,,Закуски: Брускетты с вялеными томатами и прошутто; Рыба: Тартар из лосося или креветки на гриле
abrau-dyurso-imperatorskoe-bryut-shardone-beloe-12,Императорское брют,Белое,Светло-соломенный с тонким зеленоватым оттенком,Кубань,"Рислинг, Совиньон Блан, Шардоне","В аромате фрукты с тонкими нюансами пряностей. Вкус насыщенный, с тонкой сливочной текстурой, ноты желтого яблока, дюшеса и крыжовника. Баланс яркой кислотности и сладости.",Абрау-Дюрсо,abrau_dyurso_imperatorskoe_bryut_shardone_beloe_12_d6c7ebb073.webp,catalog/abrau_dyurso_imperatorskoe_bryut_shardone_beloe_12_d6c7ebb073.webp,https://firsts3.ru/wine-hack/catalog/abrau_dyurso_imperatorskoe_bryut_shardone_beloe_12_d6c7ebb073.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=3hsaZCT4vRGIsbx9VrGC4izjQ70%3D&Expires=2105631333,1.2,2.2,3.8,1.3,яблоко,,Птица: Цыпленок в сливочно-чесночном соусе; Сыры: Молодой козий сыр или Бри
abrau-dyurso-imperatorskoe-polusladkoe-shardone-beloe-12,Императорское полусладкое,Белое,Светло-соломенный с тонким золотистым оттенком,Кубань,"Рислинг, Совиньон Блан, Шардоне","В аромате тропические фрукты, с медовыми и джемовыми оттенками. Во вкусе ноты ананаса, личи, манго, акациевого меда и цукатов.",Абрау-Дюрсо,abrau_dyurso_imperatorskoe_polusladkoe_shardone_beloe_12_956aaee80d.webp,catalog/abrau_dyurso_imperatorskoe_polusladkoe_shardone_beloe_12_956aaee80d.webp,https://firsts3.ru/wine-hack/catalog/abrau_dyurso_imperatorskoe_polusladkoe_shardone_beloe_12_956aaee80d.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=lH5bIKJf82N9GApz1d3iZUy5QAU%3D&Expires=2105631333,3.5,2.2,3.8,1.3,"цукаты, мед",,Птица: Цыпленок в сливочно-чесночном соусе; Сыры: Молодой козий сыр или Бри; Десерты: Тарт с грушей или ягодный чизкейк
abrau-dyurso-imperatorskoe-polusuhoe-shardone-beloe-12,Императорское полусухое,Белое,Светло-соломенный с тонким зеленоватым оттенком,Кубань,"Рислинг, Совиньон Блан, Шардоне","В аромате ноты фруктов, оттенки пряностей. Во вкусе ноты желтого яблока, дюшеса и крыжовника.",Абрау-Дюрсо,abrau_dyurso_imperatorskoe_polusuhoe_shardone_beloe_12_51385573f2.webp,catalog/abrau_dyurso_imperatorskoe_polusuhoe_shardone_beloe_12_51385573f2.webp,https://firsts3.ru/wine-hack/catalog/abrau_dyurso_imperatorskoe_polusuhoe_shardone_beloe_12_51385573f2.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=UxMtAixe%2FYRX20naulDxRrozPsk%3D&Expires=2105631333,1.2,2.2,3.8,1.3,яблоко,,Птица: Цыпленок в сливочно-чесночном соусе; Сыры: Молодой козий сыр или Бри
abrau-dyurso-imperial-brut-lart-nouveau-shardone-beloe-bryut-105,Империал Brut L'Art Nouveau,Белое,Золотистый,Кубань,"Пино Блан, Пино Нуар, Рислинг, Шардоне","В аромате цитрусовые ноты, персик, груша. Вкус свежий, сочный, с длительным ягодным послевкусием.",Абрау-Дюрсо,abrau_dyurso_imperial_brut_lart_nouveau_shardone_beloe_bryut_105_71076b0053.webp,catalog/abrau_dyurso_imperial_brut_lart_nouveau_shardone_beloe_bryut_105_71076b0053.webp,https://firsts3.ru/wine-hack/catalog/abrau_dyurso_imperial_brut_lart_nouveau_shardone_beloe_bryut_105_71076b0053.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=oFyqV3xFn7gmGLdw821k7c2uoSQ%3D&Expires=2105631333,1.2,2.2,3.8,1.3,"груша, персик",,Птица: Цыпленок в сливочно-чесночном соусе; Сыры: Молодой козий сыр или Бри
abrau-dyurso-imperial-brut-rose-pino-nuar-rozovoe-bryut-12,Империал Brut Rose,Розовое,Нежно-лососевый,Кубань,Пино Нуар,"В аромате малина, лавровый лист. Вкус структурированный, идеальный баланс кислотности. Послевкусие продолжительное, минеральное, с выраженными мягкими танинами.",Абрау-Дюрсо,abrau_dyurso_imperial_brut_rose_pino_nuar_rozovoe_bryut_12_3eafe20e40.webp,catalog/abrau_dyurso_imperial_brut_rose_pino_nuar_rozovoe_bryut_12_3eafe20e40.webp,https://firsts3.ru/wine-hack/catalog/abrau_dyurso_imperial_brut_rose_pino_nuar_rozovoe_bryut_12_3eafe20e40.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=ulSd5BIkn%2B%2FoDowm80u36vf18cQ%3D&Expires=2105631333,1.2,2.4,3.2,1.3,"малина, минералы",минералы,Закуски: Брускетты с вялеными томатами и прошутто; Рыба: Тартар из лосося или креветки на гриле
abrau-dyurso-imperial-kyuve-pino-nuar-rozovoe-bryut-125,Империал Кюве,Розовое,Вино бледно-кораллового цвета с ожерельем из тонких пузырьков и устойчивым муссом.,Кубань,Пино Нуар,"Влекущий аромат с нотами малины, брусники, барбариса, гибискуса и средиземноморских трав. Вкус элегантный, развитый, с легкой округлостью. Бодрая кислотность и сочное ягодное послевкусие в обрамлении легких пекарских нот. Элегантно, стройно, выверенно.",Абрау-Дюрсо,abrau_dyurso_imperial_kyuve_pino_nuar_igristoe_bryut_rozovoe_125_99fe198335.webp,catalog/abrau_dyurso_imperial_kyuve_pino_nuar_igristoe_bryut_rozovoe_125_99fe198335.webp,https://firsts3.ru/wine-hack/catalog/abrau_dyurso_imperial_kyuve_pino_nuar_igristoe_bryut_rozovoe_125_99fe198335.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=DTnOkpCRWsAcDAo%2FVRR9mjb6yvw%3D&Expires=2105631333,1.2,2.4,3.2,1.3,"малина, брусника",,Закуски: Брускетты с вялеными томатами и прошутто; Рыба: Тартар из лосося или креветки на гриле
abrau-dyurso-imperial-brut-vintage-shardone-beloe-bryut-12,Империал. Brut Vintage,Белое,Золотистый,Кубань,"Рислинг, Шардоне","В аромате бриошь, яблочное варенье, топленые сливки, подсолнечные семяна, цитрусовая цедра. Вкус свежий, бодрый, яблочно-цитрусовый и минеральный.",Абрау-Дюрсо,abrau_dyurso_imperial_brut_vintage_shardone_beloe_bryut_12_8f6dbe7a71.webp,catalog/abrau_dyurso_imperial_brut_vintage_shardone_beloe_bryut_12_8f6dbe7a71.webp,https://firsts3.ru/wine-hack/catalog/abrau_dyurso_imperial_brut_vintage_shardone_beloe_bryut_12_8f6dbe7a71.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=uJASchNRugB66eaKcsQJ6TmrlhA%3D&Expires=2105631333,1.2,2.2,4.5,1.3,"яблоко, минералы",минералы,Морепродукты: Свежие черноморские устрицы и гребешки; Рыба: Сибас или дорадо на гриле с травами
inkermanskiy-zmv-inkerman-bryut-rkatsiteli-beloe-12,Инкерман Брют,Белое,Светло-соломенный с зеленоватым отливом,Крым,"Кокур, Рислинг, Ркацители, Шардоне","Аромат свежий, с нотами белых цветов, зелёного яблока и лёгкой минеральностью; вкус лёгкий, с хрустящей кислотностью и освежающим послевкусием. Отличный аперитив, к морепродуктам и рыбным блюдам.",Инкерманский ЗМВ,inkermanskiy_zmv_inkerman_bryut_rkatsiteli_beloe_12_d9607fd400.webp,catalog/inkermanskiy_zmv_inkerman_bryut_rkatsiteli_beloe_12_d9607fd400.webp,https://firsts3.ru/wine-hack/catalog/inkermanskiy_zmv_inkerman_bryut_rkatsiteli_beloe_12_d9607fd400.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=plwhmY0oZIZ%2FZ4Og7hBDROqAtbk%3D&Expires=2105631333,1.2,2.2,4.5,1.3,"яблоко, белые цветы, минералы",минералы,Морепродукты: Свежие черноморские устрицы и гребешки; Рыба: Сибас или дорадо на гриле с травами
inkermanskiy-zmv-inkerman-muskat-polusladkoe-beloe-13,Инкерман Мускат полусладкое,Белое,Светло-соломенный с золотистыми бликами,Крым,Мускат,"Аромат мускатный, с нотами белых цветов, персика и мёда; вкус нежный, с характерной мускатной пряностью и приятной сладостью. К фруктовым десертам, мороженому, лёгкой выпечке.",Инкерманский ЗМВ,inkermanskiy_zmv_inkerman_muskat_polusladkoe_beloe_13_7b92ce68f8.webp,catalog/inkermanskiy_zmv_inkerman_muskat_polusladkoe_beloe_13_7b92ce68f8.webp,https://firsts3.ru/wine-hack/catalog/inkermanskiy_zmv_inkerman_muskat_polusladkoe_beloe_13_7b92ce68f8.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=iAc%2BctNkbzkEqrEnGBq4UDvmAfo%3D&Expires=2105631333,3.5,2.2,3.8,1.3,"персик, белые цветы",,Птица: Цыпленок в сливочно-чесночном соусе; Сыры: Молодой козий сыр или Бри; Десерты: Тарт с грушей или ягодный чизкейк
